Date	Time	Severity	PID	TID	Function	Message
08-07-2025	12:30:49.372	 INFO	 13900	  7152	DllMain	"DLL_PROCESS_ATTACH 18:39:44 11.4.2516.4"
08-07-2025	12:30:49.374	 INFO	 13900	  7152	DllMain	"PROCESS ATTACHED"
08-07-2025	12:30:49.375	 INFO	 13900	  6544	LateInitialization	"Intialization..."
08-07-2025	12:30:49.376	 INFO	 13900	  6544	LoadDisplayDevicesName	"DisplayDevices : "
08-07-2025	12:30:49.377	 INFO	 13900	  6544	LoadDisplayDevicesName	"\\.\DISPLAY1"
08-07-2025	12:30:49.378	 INFO	 13900	  6544	LoadDisplayDevicesName	"\\.\DISPLAY2"
08-07-2025	12:30:49.378	 INFO	 13900	  6544	LoadDisplayDevicesName	"\\.\DISPLAY3"
08-07-2025	12:30:49.384	 INFO	 13900	  6544	LoadDisplayDevicesName	"\\.\DISPLAY4"
08-07-2025	12:30:49.384	 INFO	 13900	  6544	LoadDisplayDevicesName	"\\.\DISPLAY5"
08-07-2025	12:30:49.469	 INFO	 17616	 15000	DllMain	"DLL_PROCESS_ATTACH 18:39:44 11.4.2516.4"
08-07-2025	12:30:49.470	 INFO	 17616	 15000	DllMain	"PROCESS ATTACHED"
08-07-2025	12:30:49.471	 INFO	 17616	  4396	LateInitialization	"Intialization..."
08-07-2025	12:30:49.472	 INFO	 17616	  4396	LoadDisplayDevicesName	"DisplayDevices : "
08-07-2025	12:30:49.473	 INFO	 17616	  4396	LoadDisplayDevicesName	"\\.\DISPLAY1"
08-07-2025	12:30:49.474	 INFO	 17616	  4396	LoadDisplayDevicesName	"\\.\DISPLAY2"
08-07-2025	12:30:49.474	 INFO	 17616	  4396	LoadDisplayDevicesName	"\\.\DISPLAY3"
08-07-2025	12:30:49.475	 INFO	 17616	  4396	LoadDisplayDevicesName	"\\.\DISPLAY4"
08-07-2025	12:30:49.476	 INFO	 17616	  4396	LoadDisplayDevicesName	"\\.\DISPLAY5"
08-07-2025	12:30:52.403	ERROR	 13900	  6544	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813"
08-07-2025	12:30:52.404	 INFO	 13900	  6544	LateInitialization	"Exe = C:\Users\nhu\AppData\Local\Programs\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 4558265
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
08-07-2025	12:30:52.405	 INFO	 13900	  6544	LateInitialization	"Intialization finished"
08-07-2025	12:30:52.490	ERROR	 17616	  4396	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813"
08-07-2025	12:30:52.491	 INFO	 17616	  4396	LateInitialization	"Exe = C:\Users\nhu\AppData\Local\Programs\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 4558359
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
08-07-2025	12:30:52.492	 INFO	 17616	  4396	LateInitialization	"Intialization finished"
08-07-2025	13:56:27.099	 INFO	  3940	  3364	DllMain	"DLL_PROCESS_ATTACH 18:39:44 11.4.2516.4"
